X00,X01,X02,X03,X04,X05,X06,X07,X08,X09,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,time,day
8.7,989.0,1.9,0.6,0.0,1009.2,989.7,11.8,1010.2,1010.2,0.0,0.0,92.5,197.9,0.0,139.3,0.0,0.0,0.6,0.0,96.2,0.0,1002.3,1009.6,0.0,0.0,0.0,1008.5,11.3,1001.4,79.5,6.7,8.5,1009.9,0.0,261.6,0.0,79.0,68.5,0.0,10,0
8.8,988.9,1.6,1.8,0.0,1009.0,989.6,11.8,1010.1,1010.1,0.0,0.0,93.0,262.1,0.0,136.9,0.0,106.4,0.3,0.0,96.2,0.0,1002.2,1009.5,0.0,0.0,0.2,1008.3,11.5,1001.3,81.6,6.7,8.1,1009.7,0.0,229.6,0.0,79.5,69.9,0.0,11,0
8.7,988.8,1.9,0.3,0.0,1008.9,989.5,11.7,1010.0,1010.0,0.0,0.0,92.7,250.0,0.0,131.3,0.0,0.0,0.3,0.0,96.6,0.0,1002.1,1009.5,0.0,0.0,0.0,1008.2,11.5,1001.3,83.5,6.7,7.8,1009.6,0.0,220.5,0.0,79.6,70.3,0.0,12,0
8.6,988.8,1.5,1.2,0.0,1008.8,989.5,11.7,1010.1,1010.0,0.0,0.0,93.1,193.2,0.0,119.3,0.0,0.0,0.8,0.0,96.6,0.0,1002.0,1009.4,0.0,0.0,0.0,1008.0,11.6,1001.2,84.9,6.7,7.5,1009.4,0.0,207.4,0.0,80.6,71.2,0.0,13,0
9.2,988.7,1.6,1.8,0.0,1008.7,989.4,11.8,1010.0,1009.9,0.0,0.0,93.2,231.8,0.0,137.7,0.0,87.8,0.5,0.0,96.9,0.0,1001.9,1009.2,0.0,0.0,1.1,1008.1,11.6,1001.0,85.8,6.3,7.5,1009.5,0.0,179.7,0.0,80.9,72.5,0.0,14,0
9.1,988.6,1.9,0.5,0.0,1008.7,989.4,11.8,1010.0,1009.8,0.0,0.0,94.0,227.9,0.0,137.7,0.0,128.9,0.5,0.0,95.0,0.0,1001.9,1009.2,0.0,0.0,0.7,1008.0,11.8,1001.0,86.7,6.4,7.5,1009.4,0.0,182.9,0.0,80.2,72.6,0.0,15,0
9.3,988.6,2.5,1.5,0.0,1008.8,989.4,11.8,1010.0,1009.8,0.0,0.0,93.5,156.5,0.0,143.1,0.0,0.0,0.3,0.0,96.2,0.0,1002.0,1009.1,0.0,0.0,0.1,1008.0,11.6,1000.9,85.7,6.3,7.6,1009.4,0.0,143.9,0.0,80.6,72.2,0.0,16,0
9.0,988.5,1.3,1.2,0.0,1008.8,989.3,11.7,1009.9,1009.8,0.0,0.0,93.8,207.3,0.0,139.5,0.0,198.3,0.6,0.0,96.4,0.0,1001.9,1009.1,0.0,0.0,0.1,1008.0,11.3,1000.9,86.7,6.0,7.5,1009.4,0.0,148.6,0.0,81.2,72.7,0.0,17,0
9.0,988.5,1.7,1.8,0.0,1008.7,989.2,11.7,1009.8,1009.8,0.0,0.0,94.3,0.0,0.0,137.3,0.0,0.0,0.0,0.0,96.9,0.0,1001.8,1008.9,0.0,0.0,0.0,1008.0,11.3,1000.7,84.6,6.0,7.4,1009.4,0.0,149.6,0.0,81.6,73.1,0.0,18,0
8.7,988.4,2.6,1.9,0.0,1008.7,989.1,11.6,1009.7,1009.7,0.0,0.0,94.6,199.5,0.0,123.8,0.0,0.0,0.3,0.0,97.3,0.0,1001.8,1008.9,0.0,0.0,0.1,1007.9,11.1,1000.7,86.8,6.0,7.3,1009.3,0.0,139.7,0.0,82.0,73.8,0.0,19,0
8.8,988.3,3.0,1.6,0.0,1008.6,989.0,11.8,1009.6,1009.5,0.0,0.0,94.8,163.1,0.0,135.7,0.0,0.0,0.6,0.0,97.8,0.0,1001.7,1008.9,0.0,0.0,0.0,1007.9,11.1,1000.7,86.9,6.1,7.2,1009.3,0.0,145.3,0.0,81.9,73.8,0.0,20,0
8.6,988.3,2.3,1.9,0.0,1008.4,989.0,11.9,1009.6,1009.6,0.0,0.0,94.8,205.6,0.0,115.3,0.0,0.0,0.1,0.0,97.9,0.0,1001.5,1008.9,0.0,0.0,0.0,1007.8,11.1,1000.7,86.8,5.9,7.1,1009.2,0.0,135.8,0.0,81.6,74.7,0.0,21,0
8.4,988.3,3.0,1.4,0.0,1008.5,989.0,11.9,1009.7,1009.6,0.0,0.0,95.0,0.0,0.0,130.9,0.0,0.0,0.0,0.0,97.9,0.0,1001.6,1008.8,0.0,0.0,0.0,1007.9,11.1,1000.6,89.1,5.7,6.3,1009.3,0.0,143.7,0.0,81.3,75.1,0.0,22,0
8.4,988.3,1.6,0.7,0.0,1008.6,989.1,11.9,1009.8,1009.6,0.0,0.0,95.3,18.1,0.0,139.1,0.0,0.0,0.3,0.0,97.9,0.0,1001.7,1008.9,0.0,0.0,0.0,1007.9,11.1,1000.7,90.9,5.7,6.1,1009.3,0.0,149.8,0.0,81.3,75.6,0.0,23,0
8.6,988.2,3.0,1.0,0.0,1008.6,989.0,11.9,1009.7,1009.5,0.0,0.0,95.6,0.0,0.0,135.0,0.0,0.0,0.0,0.0,97.9,0.0,1001.7,1008.9,0.0,0.0,0.0,1008.0,11.1,1000.7,91.4,5.5,6.1,1009.4,0.0,147.5,0.0,80.6,75.2,0.0,24,0
8.5,988.3,3.1,1.1,0.0,1008.6,989.1,11.9,1009.8,1009.6,0.0,0.0,96.0,319.0,0.0,159.2,0.0,108.1,0.4,0.0,97.9,0.0,1001.7,1009.0,1.1,324.5,0.2,1007.9,11.0,1000.8,91.5,5.8,6.0,1009.3,0.0,164.8,0.0,80.3,76.2,0.0,25,0
8.5,988.4,2.4,0.8,0.0,1008.7,989.1,11.9,1009.8,1009.7,0.0,0.0,95.8,307.4,0.0,132.3,0.0,0.0,0.6,0.0,97.9,0.0,1001.8,1008.9,0.0,0.0,0.0,1007.9,10.8,1000.7,91.5,5.5,5.9,1009.3,0.0,158.1,0.0,80.1,76.9,0.0,26,0
8.6,988.4,2.3,0.9,0.0,1008.6,989.1,11.9,1009.8,1009.7,0.0,0.0,96.0,281.4,0.0,133.2,0.0,130.4,0.4,0.0,97.9,0.0,1001.7,1008.8,0.2,274.5,0.3,1007.9,11.0,1000.6,92.3,5.6,5.9,1009.3,0.0,200.3,0.0,80.3,76.3,0.0,27,0
8.9,988.3,2.8,1.5,0.0,1008.6,989.0,11.9,1009.7,1009.6,0.0,0.0,96.0,279.8,0.0,127.7,0.0,138.5,0.3,0.0,97.9,0.0,1001.7,1008.8,0.0,0.0,0.4,1007.8,11.0,1000.6,92.3,5.6,5.9,1009.2,0.0,172.9,0.0,79.7,76.7,0.0,28,0
8.8,988.3,2.2,1.8,0.0,1008.6,989.0,11.9,1009.7,1009.6,0.0,0.0,96.2,214.5,0.0,133.5,0.0,101.5,0.8,0.0,97.8,0.0,1001.7,1008.8,0.0,0.0,0.6,1007.8,10.7,1000.6,92.4,5.6,5.8,1009.2,0.0,143.8,0.0,79.7,78.0,0.0,29,0
8.5,988.3,3.0,1.2,0.0,1008.6,988.9,11.9,1009.6,1009.6,0.0,0.0,96.1,139.3,0.0,121.3,0.0,0.0,0.3,0.0,97.7,0.0,1001.7,1008.8,0.0,0.0,0.0,1007.7,10.6,1000.6,92.6,5.4,5.8,1009.1,0.0,142.6,0.0,80.1,79.2,0.0,30,0
8.5,988.4,2.3,1.6,0.0,1008.5,988.9,11.8,1009.6,1009.7,0.0,0.0,96.3,123.0,0.0,133.6,0.0,94.5,0.4,0.0,97.8,0.0,1001.6,1008.8,0.8,290.0,0.4,1007.6,10.6,1000.6,92.8,5.6,5.8,1009.0,0.0,139.6,0.0,80.1,79.6,0.0,31,0
8.4,988.3,2.1,2.2,0.0,1008.6,988.8,11.8,1009.5,1009.6,0.0,0.0,96.2,131.6,0.0,128.8,0.0,0.0,0.3,0.0,97.9,0.0,1001.7,1008.8,0.0,0.0,0.0,1007.7,10.3,1000.6,92.8,5.6,5.5,1009.1,0.0,142.1,0.0,80.7,79.8,0.0,32,0
8.4,988.3,1.6,1.8,0.0,1008.6,988.7,11.9,1009.4,1009.6,0.0,0.0,96.4,232.6,0.0,120.5,0.0,0.0,0.7,0.0,97.9,0.0,1001.7,1008.7,0.8,20.5,0.0,1007.6,10.3,1000.5,93.7,5.4,5.5,1009.0,0.0,140.9,0.0,80.7,80.3,0.0,33,0
8.3,988.4,2.9,1.8,0.0,1008.5,988.7,11.9,1009.4,1009.7,0.0,0.0,96.3,199.1,0.0,113.4,0.0,0.0,0.2,0.0,97.9,0.0,1001.6,1008.7,0.5,278.0,0.0,1007.6,10.5,1000.5,93.5,5.3,5.5,1009.0,0.01,142.2,0.0,81.3,80.1,0.0,34,0
8.5,988.3,1.6,1.5,0.0,1008.6,988.9,12.1,1009.6,1009.6,0.0,0.01,96.8,259.0,0.0,128.7,0.0,0.0,0.8,0.0,97.9,0.0,1001.7,1008.8,0.6,352.3,0.0,1007.6,10.6,1000.6,93.4,5.6,5.5,1009.0,0.03,152.8,0.0,80.9,80.4,0.0,35,0
8.4,988.4,1.9,1.2,0.0,1008.7,988.9,12.1,1009.6,1009.7,0.0,0.05,96.7,136.2,0.0,121.6,0.0,322.4,0.3,0.0,97.9,0.0,1001.8,1008.8,0.9,291.8,0.3,1007.7,10.8,1000.6,93.3,5.7,6.0,1009.1,0.06,153.2,0.0,80.8,79.9,0.0,36,0
8.8,988.6,2.7,1.6,0.0,1008.7,989.0,12.2,1009.7,1009.9,0.0,0.09,96.7,32.1,0.0,119.4,0.0,0.0,0.2,0.0,97.9,0.0,1001.8,1008.8,1.0,278.5,0.0,1007.7,11.0,1000.6,91.4,5.8,6.4,1009.1,0.11,157.7,0.0,80.3,79.4,0.0,37,0
9.2,988.5,3.0,1.3,0.0,1008.6,989.0,12.4,1009.6,1009.8,0.0,0.15,96.8,0.0,0.0,114.1,0.0,218.2,0.0,0.0,97.9,0.0,1001.7,1008.8,0.4,283.2,0.6,1007.9,11.2,1000.6,89.6,5.9,6.8,1009.3,0.18,166.0,0.0,79.4,78.8,0.0,38,0
9.8,988.5,3.7,1.6,0.0,1008.6,989.0,12.6,1009.5,1009.7,0.0,0.23,96.8,232.6,0.0,114.7,0.0,166.8,0.2,0.0,97.6,0.0,1001.7,1008.9,0.2,136.6,0.6,1008.0,11.3,1000.7,87.0,6.1,7.6,1009.4,0.27,150.1,0.0,78.9,77.8,0.0,39,0
10.6,988.4,4.4,2.0,0.0,1008.5,989.0,12.9,1009.5,1009.6,0.0,0.33,96.5,315.7,0.0,125.1,0.0,55.2,0.5,0.0,93.0,0.0,1001.7,1008.8,0.0,0.0,0.7,1007.9,11.6,1000.6,83.5,6.7,8.3,1009.3,0.38,155.0,0.0,78.2,77.1,0.0,40,0
11.3,988.4,3.7,1.7,0.0,1008.4,989.0,13.1,1009.4,1009.5,0.0,0.46,94.7,0.0,0.0,120.5,0.0,137.7,0.0,0.0,87.2,0.0,1001.6,1008.8,1.1,358.0,1.5,1007.9,12.0,1000.6,81.4,7.5,9.0,1009.3,0.51,155.2,0.0,76.6,76.9,0.0,41,0
11.6,988.3,3.8,1.3,0.0,1008.3,988.9,13.4,1009.3,1009.3,0.0,0.6,88.7,316.8,0.0,119.3,0.0,140.6,0.4,0.0,83.8,0.0,1001.5,1008.6,0.5,63.1,2.6,1007.7,12.3,1000.4,77.6,8.2,9.8,1009.1,0.66,163.5,0.0,75.8,75.6,0.0,42,0
11.9,988.3,3.7,1.9,0.0,1008.3,988.9,13.5,1009.2,1009.3,0.0,0.76,83.2,328.8,0.0,122.7,0.0,137.3,0.5,0.0,82.3,0.0,1001.5,1008.6,0.9,36.8,2.5,1007.7,12.9,1000.4,75.5,8.6,10.5,1009.1,0.84,170.8,0.0,73.4,72.9,0.0,43,0
12.2,988.2,3.7,1.2,0.0,1008.3,988.8,13.7,1009.1,1009.1,0.0,0.95,80.7,263.8,0.0,138.0,0.0,130.8,0.4,0.0,82.5,0.0,1001.5,1008.6,1.2,95.9,1.7,1007.7,13.3,1000.4,74.0,9.5,11.0,1009.1,1.04,201.8,0.0,72.5,71.4,0.0,44,0
12.6,988.2,4.1,1.6,0.0,1008.2,988.8,14.0,1009.0,1009.1,0.0,1.16,80.9,327.8,0.0,130.4,0.0,133.6,0.5,0.0,80.2,0.0,1001.4,1008.6,1.4,70.1,2.8,1007.7,13.6,1000.5,69.9,10.2,12.0,1009.1,1.26,168.8,0.0,71.3,71.6,0.0,45,0
13.0,988.2,3.0,1.5,0.0,1008.2,988.7,14.2,1008.8,1009.1,0.0,1.39,77.9,359.1,0.0,122.9,0.0,133.7,0.5,0.0,78.4,0.0,1001.4,1008.6,1.1,59.8,1.5,1007.7,14.1,1000.5,69.5,10.8,12.5,1009.1,1.5,258.6,0.0,70.5,70.1,0.0,46,0
13.4,988.1,3.8,1.9,0.0,1008.1,988.7,14.6,1008.7,1008.9,0.0,1.65,77.9,224.0,0.0,125.6,0.0,147.5,0.4,0.0,76.9,0.0,1001.3,1008.6,2.0,82.2,2.0,1007.7,14.3,1000.5,64.9,11.0,13.7,1009.1,1.77,173.5,0.0,70.0,68.6,0.0,47,0
13.8,988.2,4.4,2.3,0.0,1008.0,988.6,14.9,1008.5,1009.0,0.0,1.92,73.8,344.3,0.0,126.6,0.0,133.2,0.5,0.0,76.3,0.0,1001.3,1008.8,1.2,71.2,3.1,1007.6,14.7,1000.6,60.9,11.8,14.5,1009.0,2.06,234.6,0.0,68.3,67.5,0.0,48,0
14.3,988.1,4.4,2.4,0.0,1008.2,988.6,15.1,1008.6,1008.8,0.0,2.23,73.6,1.9,0.0,125.6,0.0,140.7,1.0,0.0,73.8,0.0,1001.4,1008.6,2.1,119.0,2.8,1007.5,15.2,1000.5,55.0,12.5,15.2,1008.9,2.38,226.0,0.0,67.3,66.8,0.0,49,0
14.8,988.1,6.7,1.4,0.0,1008.2,988.6,15.4,1008.5,1008.7,0.0,2.54,67.1,35.1,0.0,121.2,0.0,136.6,1.1,0.0,73.0,0.0,1001.4,1008.5,2.1,87.2,3.0,1007.4,15.3,1000.4,51.8,13.4,15.8,1008.8,2.72,249.5,0.0,66.1,66.0,0.0,50,0
15.0,988.0,5.6,1.8,0.0,1008.0,988.6,15.6,1008.5,1008.5,0.0,2.88,64.7,10.0,0.0,120.7,0.0,130.4,1.2,0.0,71.5,0.0,1001.3,1008.5,0.0,0.0,3.0,1007.4,15.4,1000.4,49.8,14.3,15.9,1008.8,3.08,223.7,0.0,64.9,65.2,0.0,51,0
15.2,987.9,5.3,3.7,0.0,1007.9,988.5,15.9,1008.3,1008.4,0.0,3.24,61.9,171.8,0.0,118.9,0.0,164.2,0.4,0.0,71.2,0.0,1001.2,1008.3,3.6,215.0,2.4,1007.3,16.1,1000.2,43.8,14.4,16.5,1008.7,3.45,176.1,0.0,64.7,63.0,0.0,52,0
16.0,987.9,4.0,2.8,0.0,1007.8,988.4,16.3,1008.1,1008.4,0.0,3.61,60.2,7.5,0.0,131.7,0.0,185.9,1.5,0.0,68.2,0.0,1001.1,1008.2,2.0,229.7,2.2,1007.2,16.2,1000.1,42.3,15.1,17.3,1008.6,3.85,251.6,0.0,63.9,60.8,0.0,53,0
16.6,987.8,5.4,1.7,0.0,1007.7,988.4,16.4,1008.1,1008.3,0.0,4.01,61.0,253.0,0.0,124.5,0.0,185.0,0.8,0.0,66.7,0.0,1001.0,1008.1,2.2,235.7,1.4,1007.1,16.8,1000.0,41.4,15.1,17.6,1008.5,4.27,178.5,0.0,62.7,59.5,0.0,54,0
17.4,987.7,4.9,3.7,0.0,1007.6,988.3,16.9,1008.0,1008.1,0.0,4.42,60.4,317.4,0.0,112.1,0.0,208.7,2.1,0.0,64.2,0.0,1000.9,1008.1,4.3,202.8,2.5,1007.2,17.0,1000.0,39.2,15.9,17.9,1008.6,4.71,171.0,0.0,62.6,58.0,0.0,55,0
17.4,987.7,3.3,1.5,0.0,1007.5,988.3,17.4,1007.9,1008.2,0.0,4.86,57.7,51.9,0.0,148.4,0.0,214.6,1.3,0.0,61.4,0.0,1000.8,1008.1,2.1,282.3,3.0,1007.1,17.7,1000.1,39.6,15.6,18.5,1008.5,5.17,210.2,0.0,61.1,56.9,0.0,56,0
18.4,987.6,3.5,1.9,0.0,1007.5,988.3,17.7,1007.8,1008.0,0.0,5.32,55.1,43.3,0.0,124.3,0.0,215.3,1.5,0.0,60.9,0.0,1000.8,1008.0,2.1,245.8,4.6,1007.0,17.7,1000.0,39.2,16.4,18.9,1008.4,5.64,246.7,0.0,58.9,55.4,0.0,57,0
18.1,987.6,4.6,3.3,0.0,1007.3,988.2,17.8,1007.7,1007.9,0.0,5.78,53.4,86.3,0.0,128.8,0.0,254.1,1.6,0.0,58.4,0.0,1000.7,1008.0,3.2,235.7,2.3,1007.0,18.1,1000.0,39.2,16.6,18.9,1008.4,6.13,216.1,0.0,58.0,53.0,0.0,58,0
18.6,987.4,3.6,1.6,0.0,1007.3,988.0,18.1,1007.5,1007.6,0.0,6.26,49.8,144.9,0.0,131.8,0.0,229.0,1.3,0.0,58.0,0.0,1000.7,1007.9,3.4,243.8,3.2,1006.9,18.7,999.9,38.2,18.0,19.1,1008.3,6.64,223.3,0.0,57.5,53.1,0.0,59,0
18.9,987.3,2.4,1.2,0.0,1007.2,988.0,18.6,1007.5,1007.4,0.0,6.76,50.7,142.1,0.0,125.1,0.0,226.0,2.2,0.0,54.7,0.0,1000.6,1007.8,3.1,279.4,2.2,1006.8,19.5,999.8,38.4,18.3,19.4,1008.2,7.17,187.6,0.0,57.2,50.6,0.0,60,0
19.0,987.2,4.5,2.3,0.0,1007.2,988.0,18.8,1007.5,1007.3,0.0,7.28,45.6,28.6,0.0,113.4,0.0,247.5,1.5,0.0,55.4,0.0,1000.6,1007.8,2.9,265.4,2.6,1006.7,19.1,999.8,37.5,18.6,19.3,1008.1,7.71,257.7,0.0,55.9,49.7,0.0,61,0
19.6,987.3,3.0,3.3,0.0,1007.1,987.9,19.1,1007.5,1007.5,0.0,7.82,44.8,121.4,0.0,120.4,0.0,224.4,2.6,0.0,54.5,0.0,1000.5,1007.8,0.9,277.3,2.5,1006.7,19.4,999.8,38.4,19.6,20.1,1008.1,8.27,215.8,0.0,55.4,48.9,0.0,62,0
20.2,987.1,2.5,3.0,0.0,1007.1,987.8,19.3,1007.4,1007.2,0.0,8.35,42.7,100.9,0.0,114.0,0.0,227.9,1.9,0.0,50.3,0.0,1000.5,1007.5,0.7,262.0,3.6,1006.5,19.6,999.6,36.8,20.2,20.1,1007.9,8.84,245.0,0.0,55.1,49.2,0.0,63,0
20.5,987.0,2.9,2.0,0.0,1007.0,987.7,19.8,1007.3,1007.2,0.0,8.89,44.2,157.2,0.0,175.7,0.0,209.6,3.0,0.0,45.4,0.0,1000.4,1007.4,4.0,215.6,3.4,1006.4,19.7,999.5,36.7,19.6,19.7,1007.8,9.42,256.9,0.0,52.9,49.3,0.0,64,0
21.0,986.8,1.9,4.0,0.0,1006.8,987.7,20.1,1007.2,1006.9,0.0,9.47,44.8,66.4,0.0,330.7,0.0,228.4,3.5,0.0,44.0,0.0,1000.2,1007.4,1.9,263.6,4.8,1006.4,20.0,999.4,38.4,19.8,20.6,1007.8,10.02,246.4,0.0,51.8,48.1,0.0,65,0
20.9,986.8,3.0,1.3,0.0,1006.6,987.6,20.2,1007.1,1006.8,0.0,10.03,40.1,92.1,0.0,125.9,0.0,227.8,2.6,0.0,42.0,0.0,1000.0,1007.3,0.8,245.4,3.9,1006.3,20.5,999.3,38.6,21.0,20.5,1007.7,10.63,274.5,0.0,52.2,48.2,0.0,66,0
21.2,986.8,3.6,2.5,0.0,1006.5,987.5,20.3,1007.0,1006.8,0.0,10.61,39.4,148.4,0.0,118.6,0.0,223.0,2.8,0.0,43.5,0.0,999.9,1007.2,2.0,222.1,4.7,1006.3,20.9,999.2,35.8,21.0,20.9,1007.7,11.24,209.5,0.0,50.4,47.0,0.0,67,0
21.6,986.6,2.6,2.7,0.0,1006.5,987.3,20.7,1006.7,1006.6,0.0,11.21,38.9,127.1,0.0,166.4,0.0,225.1,3.6,0.0,41.7,0.0,999.9,1007.1,1.4,305.3,3.4,1006.1,20.7,999.1,36.1,20.6,21.3,1007.5,11.87,194.0,0.0,50.3,45.5,0.0,68,0
22.1,986.4,2.1,1.9,0.0,1006.4,987.3,21.2,1006.7,1006.4,0.0,11.8,37.6,144.0,0.0,134.5,0.0,223.5,3.1,0.0,41.4,0.0,999.8,1006.9,2.7,245.6,3.2,1005.9,21.6,999.0,36.5,21.3,21.7,1007.3,12.5,259.1,0.0,51.1,45.9,0.0,69,0
22.4,986.4,2.8,4.3,0.0,1006.3,987.2,21.4,1006.6,1006.3,0.0,12.39,36.7,168.0,0.0,169.5,0.0,246.3,4.1,0.0,36.0,0.0,999.7,1006.9,2.8,289.7,3.2,1005.9,21.7,999.0,38.2,21.4,21.4,1007.3,13.14,236.2,0.0,49.4,43.6,0.0,70,0
22.7,986.3,2.4,3.9,0.0,1006.2,987.1,22.1,1006.5,1006.2,0.0,13.0,36.1,190.4,0.0,142.6,0.0,231.3,4.2,0.0,38.2,0.0,999.6,1006.8,2.6,236.5,3.6,1005.8,21.6,998.9,37.2,21.9,22.0,1007.2,13.79,228.9,0.0,47.2,44.4,0.0,71,0
22.8,986.2,4.4,4.4,0.0,1005.9,987.0,21.8,1006.5,1006.1,0.0,13.6,35.4,151.2,0.0,116.9,0.0,236.0,2.5,0.0,36.3,0.0,999.4,1006.7,4.5,219.8,2.4,1005.8,22.2,998.8,38.0,21.6,21.1,1007.1,14.43,217.7,0.0,47.0,42.0,0.0,72,0
22.8,986.1,2.9,3.0,0.0,1005.8,986.9,22.1,1006.3,1005.9,0.0,14.19,34.4,116.4,0.0,102.7,0.0,217.5,3.7,0.0,33.3,0.0,999.3,1006.6,2.5,241.7,4.9,1005.7,22.4,998.7,37.1,22.2,21.6,1007.0,15.08,247.6,0.0,46.9,40.8,0.0,73,0
22.7,986.1,1.3,2.3,0.0,1005.7,986.9,22.5,1006.3,1005.9,0.0,14.81,36.9,152.0,0.0,332.9,0.0,221.7,3.9,0.0,33.0,0.0,999.2,1006.5,4.0,217.7,5.0,1005.7,22.5,998.6,37.6,22.6,21.2,1007.1,15.74,253.8,0.0,42.3,40.0,0.0,74,0
23.0,985.9,3.3,3.9,0.0,1005.6,986.8,22.4,1006.2,1005.7,0.0,15.43,38.4,175.8,0.0,133.0,0.0,232.6,3.0,0.0,31.3,0.0,999.1,1006.4,2.7,257.5,2.5,1005.6,22.7,998.5,35.4,22.3,21.8,1006.9,16.39,257.5,0.0,42.2,41.0,0.0,75,0
23.5,985.8,1.8,3.0,0.0,1005.5,986.9,22.5,1006.3,1005.5,0.0,16.05,36.7,118.6,0.0,135.9,0.0,239.8,3.5,0.0,33.5,0.0,999.0,1006.3,3.2,237.1,3.6,1005.6,22.9,998.4,35.4,23.1,21.4,1006.9,17.04,237.6,0.0,43.4,40.8,0.0,76,0
23.5,985.8,3.8,3.8,0.0,1005.4,986.9,22.4,1006.3,1005.6,0.0,16.67,33.2,123.4,0.0,127.1,0.0,281.5,5.2,0.0,31.7,0.0,998.9,1006.3,3.1,239.7,4.4,1005.7,23.1,998.4,34.0,22.6,21.7,1007.0,17.65,234.3,0.0,42.8,39.1,0.0,77,0
23.1,985.9,1.9,5.8,0.0,1005.4,986.9,22.8,1006.2,1005.6,0.0,17.28,27.2,192.3,0.0,170.3,0.0,295.2,6.9,0.0,28.1,0.0,998.9,1006.2,3.4,251.7,4.4,1005.6,24.1,998.4,32.2,23.1,22.4,1006.9,18.32,253.3,0.0,42.9,27.1,0.0,78,0
23.7,985.8,1.5,4.1,0.0,1005.2,986.9,22.7,1006.2,1005.6,0.0,17.88,29.5,203.5,0.0,110.7,0.0,253.5,8.9,0.0,29.6,0.0,998.8,1006.3,4.4,227.4,3.7,1005.6,24.7,998.4,28.4,22.6,22.4,1006.9,18.87,262.4,0.0,43.6,26.8,0.0,79,0
