time,X00,X07,X30,X31,X34,X34_diff,X31_1,X31_2,X31_3,X31_4,X31_5,X31_6,X31_7,X31_8,X31_9,X31_10,X31_11,X31_12,X34_diff_1,X34_diff_2,X34_diff_3,X34_diff_4,X34_diff_5,X34_diff_6,X34_diff_7,X34_diff_8,X34_diff_9,X34_diff_10,X34_diff_11,X34_diff_12,X34_diff_13,X34_diff_14,X34_diff_15,X34_diff_16,X34_diff_17,X34_diff_18,X34_diff_19,X34_diff_20
10,-0.3033527416027632,-0.28744596986591053,0.9265417745955736,-0.4251203897508796,-1.015988196965355,0.0,-0.4432373877159958,-0.4251203897508796,-0.46135438568111137,-0.46135438568111137,-0.4432373877159958,-0.4432373877159958,-0.4251203897508796,-0.4432373877159958,-0.38888639382064794,-0.3345353999253,-0.31641840196018384,-0.2983014039950683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,-0.34584197519536863,-0.28744596986591053,0.9497722679517324,-0.46135438568111137,-1.015988196965355,0.0,-0.4251203897508796,-0.4432373877159958,-0.4251203897508796,-0.46135438568111137,-0.46135438568111137,-0.4432373877159958,-0.4432373877159958,-0.4251203897508796,-0.4432373877159958,-0.38888639382064794,-0.3345353999253,-0.31641840196018384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,-0.4308204423805803,-0.28744596986591053,0.945126169280501,-0.49758838161134306,-1.015988196965355,0.0,-0.46135438568111137,-0.4251203897508796,-0.4432373877159958,-0.4251203897508796,-0.46135438568111137,-0.46135438568111137,-0.4432373877159958,-0.4432373877159958,-0.4251203897508796,-0.4432373877159958,-0.38888639382064794,-0.3345353999253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,-0.47330967597318574,-0.28744596986591053,0.945126169280501,-0.4432373877159958,-1.015988196965355,0.0,-0.49758838161134306,-0.46135438568111137,-0.4251203897508796,-0.4432373877159958,-0.4251203897508796,-0.46135438568111137,-0.46135438568111137,-0.4432373877159958,-0.4432373877159958,-0.4251203897508796,-0.4432373877159958,-0.38888639382064794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,-0.47330967597318574,-0.28744596986591053,0.9311878732668057,-0.49758838161134306,-1.015988196965355,0.0,-0.4432373877159958,-0.49758838161134306,-0.46135438568111137,-0.4251203897508796,-0.4432373877159958,-0.4251203897508796,-0.46135438568111137,-0.46135438568111137,-0.4432373877159958,-0.4432373877159958,-0.4251203897508796,-0.4432373877159958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,-0.5370435263620943,-0.28744596986591053,0.9265417745955736,-0.5519393755066909,-1.015988196965355,0.0,-0.49758838161134306,-0.4432373877159958,-0.49758838161134306,-0.46135438568111137,-0.4251203897508796,-0.4432373877159958,-0.4251203897508796,-0.46135438568111137,-0.46135438568111137,-0.4432373877159958,-0.4432373877159958,-0.4251203897508796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,-0.5157989095657912,-0.31029394338395505,0.9126034785818784,-0.5700563734718072,-1.015988196965355,0.0,-0.5519393755066909,-0.49758838161134306,-0.4432373877159958,-0.49758838161134306,-0.46135438568111137,-0.4251203897508796,-0.4432373877159958,-0.4251203897508796,-0.46135438568111137,-0.46135438568111137,-0.4432373877159958,-0.4432373877159958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,-0.5582881431583967,-0.33314191690200035,0.8614963931983293,-0.5700563734718072,-1.015988196965355,0.0,-0.5700563734718072,-0.5519393755066909,-0.49758838161134306,-0.4432373877159958,-0.49758838161134306,-0.46135438568111137,-0.4251203897508796,-0.4432373877159958,-0.4251203897508796,-0.46135438568111137,-0.46135438568111137,-0.4432373877159958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,-0.6007773767510028,-0.35598989042004486,0.8475580971846342,-0.5881733714369227,-1.015988196965355,0.0,-0.5700563734718072,-0.5700563734718072,-0.5519393755066909,-0.49758838161134306,-0.4432373877159958,-0.49758838161134306,-0.46135438568111137,-0.4251203897508796,-0.4432373877159958,-0.4251203897508796,-0.46135438568111137,-0.46135438568111137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,-0.6007773767510028,-0.3788378639380902,0.8847268865544881,-0.6244073673671551,-1.015988196965355,0.0,-0.5881733714369227,-0.5700563734718072,-0.5700563734718072,-0.5519393755066909,-0.49758838161134306,-0.4432373877159958,-0.49758838161134306,-0.46135438568111137,-0.4251203897508796,-0.4432373877159958,-0.4251203897508796,-0.46135438568111137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,-0.6007773767510028,-0.4016858374561355,0.8661424918695608,-0.5881733714369227,-1.015988196965355,0.0,-0.6244073673671551,-0.5881733714369227,-0.5700563734718072,-0.5700563734718072,-0.5519393755066909,-0.49758838161134306,-0.4432373877159958,-0.49758838161134306,-0.46135438568111137,-0.4251203897508796,-0.4432373877159958,-0.4251203897508796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,-0.6432666103436083,-0.4016858374561355,0.9033112812394147,-0.5881733714369227,-1.015988196965355,0.0,-0.5881733714369227,-0.6244073673671551,-0.5881733714369227,-0.5700563734718072,-0.5700563734718072,-0.5519393755066909,-0.49758838161134306,-0.4432373877159958,-0.49758838161134306,-0.46135438568111137,-0.4251203897508796,-0.4432373877159958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,-0.6007773767510028,-0.4016858374561355,0.8986651825681833,-0.5881733714369227,-1.015988196965355,0.0,-0.5881733714369227,-0.5881733714369227,-0.6244073673671551,-0.5881733714369227,-0.5700563734718072,-0.5700563734718072,-0.5519393755066909,-0.49758838161134306,-0.4432373877159958,-0.49758838161134306,-0.46135438568111137,-0.4251203897508796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,-0.6432666103436083,-0.4016858374561355,0.9358339719380373,-0.5519393755066909,-1.015988196965355,0.0,-0.5881733714369227,-0.5881733714369227,-0.5881733714369227,-0.6244073673671551,-0.5881733714369227,-0.5700563734718072,-0.5700563734718072,-0.5519393755066909,-0.49758838161134306,-0.4432373877159958,-0.49758838161134306,-0.46135438568111137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,-0.6645112271399106,-0.4016858374561355,0.907957379910647,-0.5338223775415755,-1.015988196965355,0.0,-0.5519393755066909,-0.5881733714369227,-0.5881733714369227,-0.5881733714369227,-0.6244073673671551,-0.5881733714369227,-0.5700563734718072,-0.5700563734718072,-0.5519393755066909,-0.49758838161134306,-0.4432373877159958,-0.49758838161134306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,-0.6857558439362138,-0.4016858374561355,0.9311878732668057,-0.5338223775415755,-1.015988196965355,0.0,-0.5338223775415755,-0.5519393755066909,-0.5881733714369227,-0.5881733714369227,-0.5881733714369227,-0.6244073673671551,-0.5881733714369227,-0.5700563734718072,-0.5700563734718072,-0.5519393755066909,-0.49758838161134306,-0.4432373877159958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,-0.6857558439362138,-0.4016858374561355,0.9126034785818784,-0.5519393755066909,-1.015988196965355,0.0,-0.5338223775415755,-0.5338223775415755,-0.5519393755066909,-0.5881733714369227,-0.5881733714369227,-0.5881733714369227,-0.6244073673671551,-0.5881733714369227,-0.5700563734718072,-0.5700563734718072,-0.5519393755066909,-0.49758838161134306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,-0.7070004607325169,-0.42453381097418,0.9637105639654282,-0.5881733714369227,-1.015988196965355,0.0,-0.5519393755066909,-0.5338223775415755,-0.5338223775415755,-0.5519393755066909,-0.5881733714369227,-0.5881733714369227,-0.5881733714369227,-0.6244073673671551,-0.5881733714369227,-0.5700563734718072,-0.5700563734718072,-0.5519393755066909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,-0.7494896943251224,-0.47022975801026984,0.9869410573215871,-0.5881733714369227,-1.015988196965355,0.0,-0.5881733714369227,-0.5519393755066909,-0.5338223775415755,-0.5338223775415755,-0.5519393755066909,-0.5881733714369227,-0.5881733714369227,-0.5881733714369227,-0.6244073673671551,-0.5881733714369227,-0.5700563734718072,-0.5700563734718072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,-0.7919789279177277,-0.4930777315283152,0.9637105639654282,-0.5700563734718072,-1.015988196965355,0.0,-0.5881733714369227,-0.5881733714369227,-0.5519393755066909,-0.5338223775415755,-0.5338223775415755,-0.5519393755066909,-0.5881733714369227,-0.5881733714369227,-0.5881733714369227,-0.6244073673671551,-0.5881733714369227,-0.5700563734718072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,-0.7282450775288192,-0.5159257050463605,0.9776488599791234,-0.5519393755066909,-1.015988196965355,0.0,-0.5700563734718072,-0.5881733714369227,-0.5881733714369227,-0.5519393755066909,-0.5338223775415755,-0.5338223775415755,-0.5519393755066909,-0.5881733714369227,-0.5881733714369227,-0.5881733714369227,-0.6244073673671551,-0.5881733714369227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,-0.7282450775288192,-0.5159257050463605,0.9033112812394147,-0.5157053795764592,-1.015988196965355,0.0,-0.5519393755066909,-0.5700563734718072,-0.5881733714369227,-0.5881733714369227,-0.5519393755066909,-0.5338223775415755,-0.5338223775415755,-0.5519393755066909,-0.5881733714369227,-0.5881733714369227,-0.5881733714369227,-0.6244073673671551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,-0.7282450775288192,-0.538773678564405,0.9358339719380373,-0.49758838161134306,-1.015988196965355,0.0,-0.5157053795764592,-0.5519393755066909,-0.5700563734718072,-0.5881733714369227,-0.5881733714369227,-0.5519393755066909,-0.5338223775415755,-0.5338223775415755,-0.5519393755066909,-0.5881733714369227,-0.5881733714369227,-0.5881733714369227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,-0.7282450775288192,-0.5616216520824503,0.9358339719380373,-0.46135438568111137,-1.015988196965355,0.0008783078902894204,-0.49758838161134306,-0.5157053795764592,-0.5519393755066909,-0.5700563734718072,-0.5881733714369227,-0.5881733714369227,-0.5519393755066909,-0.5338223775415755,-0.5338223775415755,-0.5519393755066909,-0.5881733714369227,-0.5881733714369227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,-0.7282450775288192,-0.5616216520824503,0.9358339719380373,-0.4432373877159958,-1.0151098890750656,0.0008783078902894204,-0.46135438568111137,-0.49758838161134306,-0.5157053795764592,-0.5519393755066909,-0.5700563734718072,-0.5881733714369227,-0.5881733714369227,-0.5519393755066909,-0.5338223775415755,-0.5338223775415755,-0.5519393755066909,-0.5881733714369227,0.0008783078902894204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,-0.7282450775288192,-0.538773678564405,0.9126034785818784,-0.4251203897508796,-1.0142315811847762,0.0017566157805788407,-0.4432373877159958,-0.46135438568111137,-0.49758838161134306,-0.5157053795764592,-0.5519393755066909,-0.5700563734718072,-0.5881733714369227,-0.5881733714369227,-0.5519393755066909,-0.5338223775415755,-0.5338223775415755,-0.5519393755066909,0.0008783078902894204,0.0008783078902894204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,-0.6220219935473053,-0.538773678564405,0.8847268865544881,-0.38888639382064794,-1.0124749654041973,0.0017566157805790628,-0.4251203897508796,-0.4432373877159958,-0.46135438568111137,-0.49758838161134306,-0.5157053795764592,-0.5519393755066909,-0.5700563734718072,-0.5881733714369227,-0.5881733714369227,-0.5519393755066909,-0.5338223775415755,-0.5338223775415755,0.0017566157805788407,0.0008783078902894204,0.0008783078902894204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,-0.5795327599546998,-0.5159257050463605,0.8614963931983293,-0.31641840196018384,-1.0107183496236183,0.002634923670868261,-0.38888639382064794,-0.4251203897508796,-0.4432373877159958,-0.46135438568111137,-0.49758838161134306,-0.5157053795764592,-0.5519393755066909,-0.5700563734718072,-0.5881733714369227,-0.5881733714369227,-0.5519393755066909,-0.5338223775415755,0.0017566157805790628,0.0017566157805788407,0.0008783078902894204,0.0008783078902894204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,-0.5370435263620943,-0.4930777315283152,0.8243276038284753,-0.28018440602995215,-1.00808342595275,0.0035132315611576814,-0.31641840196018384,-0.38888639382064794,-0.4251203897508796,-0.4432373877159958,-0.46135438568111137,-0.49758838161134306,-0.5157053795764592,-0.5519393755066909,-0.5700563734718072,-0.5881733714369227,-0.5881733714369227,-0.5519393755066909,0.002634923670868261,0.0017566157805790628,0.0017566157805788407,0.0008783078902894204,0.0008783078902894204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,-0.47330967597318574,-0.47022975801026984,0.7825127157873891,-0.2439504100997204,-1.0045701943915923,0.0035132315611576814,-0.28018440602995215,-0.31641840196018384,-0.38888639382064794,-0.4251203897508796,-0.4432373877159958,-0.46135438568111137,-0.49758838161134306,-0.5157053795764592,-0.5519393755066909,-0.5700563734718072,-0.5881733714369227,-0.5881733714369227,0.0035132315611576814,0.002634923670868261,0.0017566157805790628,0.0017566157805788407,0.0008783078902894204,0.0008783078902894204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,-0.4308204423805803,-0.4473817844922253,0.8196815051572431,-0.2077164141694887,-1.0010569628304347,0.0061481552320261645,-0.2439504100997204,-0.28018440602995215,-0.31641840196018384,-0.38888639382064794,-0.4251203897508796,-0.4432373877159958,-0.46135438568111137,-0.49758838161134306,-0.5157053795764592,-0.5519393755066909,-0.5700563734718072,-0.5881733714369227,0.0035132315611576814,0.0035132315611576814,0.002634923670868261,0.0017566157805790628,0.0017566157805788407,0.0008783078902894204,0.0008783078902894204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,-0.34584197519536863,-0.4016858374561355,0.7918049131298528,-0.13524842230902462,-0.9949088075984085,0.007026463122315585,-0.2077164141694887,-0.2439504100997204,-0.28018440602995215,-0.31641840196018384,-0.38888639382064794,-0.4251203897508796,-0.4432373877159958,-0.46135438568111137,-0.49758838161134306,-0.5157053795764592,-0.5519393755066909,-0.5700563734718072,0.0061481552320261645,0.0035132315611576814,0.0035132315611576814,0.002634923670868261,0.0017566157805790628,0.0017566157805788407,0.0008783078902894204,0.0008783078902894204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,-0.28210812480646086,-0.3788378639380902,0.6942368410339853,-0.08089742841367736,-0.9878823444760929,0.010539694683473155,-0.13524842230902462,-0.2077164141694887,-0.2439504100997204,-0.28018440602995215,-0.31641840196018384,-0.38888639382064794,-0.4251203897508796,-0.4432373877159958,-0.46135438568111137,-0.49758838161134306,-0.5157053795764592,-0.5519393755066909,0.007026463122315585,0.0061481552320261645,0.0035132315611576814,0.0035132315611576814,0.002634923670868261,0.0017566157805790628,0.0017566157805788407,0.0008783078902894204,0.0008783078902894204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,-0.28210812480646086,-0.31029394338395505,0.6384836569792047,-0.06278043044856119,-0.9773426497926198,0.016687849915499542,-0.08089742841367736,-0.13524842230902462,-0.2077164141694887,-0.2439504100997204,-0.28018440602995215,-0.31641840196018384,-0.38888639382064794,-0.4251203897508796,-0.4432373877159958,-0.46135438568111137,-0.49758838161134306,-0.5157053795764592,0.010539694683473155,0.007026463122315585,0.0061481552320261645,0.0035132315611576814,0.0035132315611576814,0.002634923670868261,0.0017566157805790628,0.0017566157805788407,0.0008783078902894204,0.0008783078902894204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,-0.17588504082494683,-0.2417500228298199,0.5780843742531913,0.00968756141190225,-0.9606547998771202,0.01844446569607816,-0.06278043044856119,-0.08089742841367736,-0.13524842230902462,-0.2077164141694887,-0.2439504100997204,-0.28018440602995215,-0.31641840196018384,-0.38888639382064794,-0.4251203897508796,-0.4432373877159958,-0.46135438568111137,-0.49758838161134306,0.016687849915499542,0.010539694683473155,0.007026463122315585,0.0061481552320261645,0.0035132315611576814,0.0035132315611576814,0.002634923670868261,0.0017566157805790628,0.0017566157805788407,0.0008783078902894204,0.0008783078902894204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,-0.005928106454524283,-0.17320610227568556,0.47122410481486077,-0.008429436553213286,-0.942210334181042,0.020201081476657223,0.00968756141190225,-0.06278043044856119,-0.08089742841367736,-0.13524842230902462,-0.2077164141694887,-0.2439504100997204,-0.28018440602995215,-0.31641840196018384,-0.38888639382064794,-0.4251203897508796,-0.4432373877159958,-0.46135438568111137,0.01844446569607816,0.016687849915499542,0.010539694683473155,0.007026463122315585,0.0061481552320261645,0.0035132315611576814,0.0035132315611576814,0.002634923670868261,0.0017566157805790628,0.0017566157805788407,0.0008783078902894204,0.0008783078902894204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,0.01531651034177882,-0.08181420820350509,0.4247631181025431,0.08215555327236633,-0.9220092527043848,0.020201081476657112,-0.008429436553213286,0.00968756141190225,-0.06278043044856119,-0.08089742841367736,-0.13524842230902462,-0.2077164141694887,-0.2439504100997204,-0.28018440602995215,-0.31641840196018384,-0.38888639382064794,-0.4251203897508796,-0.4432373877159958,0.020201081476657223,0.01844446569607816,0.016687849915499542,0.010539694683473155,0.007026463122315585,0.0061481552320261645,0.0035132315611576814,0.0035132315611576814,0.002634923670868261,0.0017566157805790628,0.0017566157805788407,0.0008783078902894204,0.0008783078902894204,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,0.01531651034177882,-0.05896623468546058,0.3550716380340666,0.13650654716771424,-0.9018081712277277,0.021079389366946644,0.08215555327236633,-0.008429436553213286,0.00968756141190225,-0.06278043044856119,-0.08089742841367736,-0.13524842230902462,-0.2077164141694887,-0.2439504100997204,-0.28018440602995215,-0.31641840196018384,-0.38888639382064794,-0.4251203897508796,0.020201081476657112,0.020201081476657223,0.01844446569607816,0.016687849915499542,0.010539694683473155,0.007026463122315585,0.0061481552320261645,0.0035132315611576814,0.0035132315611576814,0.002634923670868261,0.0017566157805790628,0.0017566157805788407,0.0008783078902894204,0.0008783078902894204,0.0,0.0,0.0,0.0,0.0,0.0
48,0.14278421111959516,-0.013270287649369945,0.4433475127874704,0.17274054309794595,-0.8807287818607811,0.027227544598972475,0.13650654716771424,0.08215555327236633,-0.008429436553213286,0.00968756141190225,-0.06278043044856119,-0.08089742841367736,-0.13524842230902462,-0.2077164141694887,-0.2439504100997204,-0.28018440602995215,-0.31641840196018384,-0.38888639382064794,0.021079389366946644,0.020201081476657112,0.020201081476657223,0.01844446569607816,0.016687849915499542,0.010539694683473155,0.007026463122315585,0.0061481552320261645,0.0035132315611576814,0.0035132315611576814,0.002634923670868261,0.0017566157805790628,0.0017566157805788407,0.0008783078902894204,0.0008783078902894204,0.0,0.0,0.0,0.0,0.0
