Y09_lgb,Y09_svr,Y09_rf
22.94004595831265,23.15482424893319,22.714694973014517
22.739004613801978,22.881491174616762,22.416788913076203
22.34931024463931,22.61250672870389,22.23232983708324
22.278081911155716,22.401448435420125,22.082888074417706
22.152836534378892,22.124667758163113,21.85479491177702
21.8846685919327,21.75309048463865,21.52521306948467
21.41338141716004,21.489689282186607,21.13532896246425
21.144344327928216,21.35771747035343,20.76498843280308
20.881255598182086,21.15047740033753,20.510895349490205
20.789306231877863,21.043833782283276,20.266735423427527
20.63423485417295,20.934130345682156,20.093503369960793
20.55451229158992,20.89304411164955,19.999368363886607
20.406423811364437,20.801715829819575,19.736568531383895
20.49019954970394,20.86245252523837,19.979730882032694
20.395549410809227,20.73813646488059,19.80914167440138
20.360733387903515,20.653588764162656,19.784966168108234
20.08377324321932,20.461094770634524,19.398411230233204
19.948313569936015,20.375656494822817,19.28103384701574
20.05902741760184,20.31382311055139,19.585256923851045
19.957003680145032,20.253337032070956,19.559030861485457
19.79625884688009,20.219566563972514,19.503373794839227
19.69626053882233,20.132677995648486,19.308330158146667
19.55409592806664,20.034129673326447,19.236670563592305
19.45545993644688,20.033103755652725,19.237932693516207
19.231725495676805,19.80346396564682,19.01011920054709
19.230833673164906,19.712867855180065,18.96829740089414
19.46247776329509,19.881421517720934,19.196312389637605
19.65536710795378,19.948586007234837,19.42058360318876
19.414670962065017,19.86585950960296,19.186840146657552
19.658324621479544,19.91448908509343,19.44481765230954
19.716755913754014,19.8653625621698,19.5148235651085
19.438941547812966,19.75186507115647,19.36708425647579
19.403504886682125,19.723293432437362,19.37944712700088
19.43451429360523,19.70575526726002,19.386837668518986
19.443061297644086,19.69038443255123,19.394495786508585
19.478001559768323,19.706118419639633,19.395900789708076
19.47462860819665,19.707272254794276,19.38793960765473
19.45374156471915,19.653879068470314,19.31679645969917
19.485351411978627,19.670003099187433,19.315028420069897
19.28049805055985,19.484806222315278,19.01179244029792
19.149659000364302,19.302850716502952,18.914738298511992
18.7365299856176,19.059219221303334,18.62528648871034
18.40470091508812,18.856897562270717,18.424369303355128
18.148821291265698,18.64450608187551,18.070221768240078
17.949085229677685,18.42650249923316,17.84813668073571
17.82546017182207,18.17051995209415,17.665137296130382
17.748495770197632,18.03183261671602,17.835569730010217
17.40981488765404,17.692259617951994,17.625597727406273
17.6175931244526,17.6856162717641,17.70741609902345
17.9598714382959,17.884934454335177,17.91169576465216
18.189896249182954,18.041939247682883,18.123113317586373
18.372367121596632,18.188407590931014,18.317401378517854
18.57999841809231,18.37484878316933,18.499838427788596
18.736716644559266,18.51176791192658,18.653116442553603
18.844462332241573,18.572346112436307,18.856185191495744
18.954973462825087,18.76067100784546,19.18235688956861
19.19528894149882,19.023108230332554,19.33353098091606
19.463982153069395,19.38711756365492,19.582470843476834
19.779530110304556,19.717741173649856,19.784591073389564
20.18976265940882,20.13042499261748,19.979426799953853
20.472637808122897,20.480864345757567,20.252202192246905
20.91014131489421,20.870839772129177,20.56600962507094
21.417130231995817,21.23218248984208,20.975768896780995
21.823038557769074,21.59196623081034,21.287743738114663
22.290221421513998,22.017031866814854,21.64775348336238
22.78003289584106,22.67852968830993,22.283994033242987
23.905802257429205,23.31358020518004,22.895962862388473
25.017279310842845,24.219559130235467,24.10738779572005
25.838544779010476,25.070909919623,25.04637507561518
26.193961884179224,25.56316229299197,25.63413311526914
26.42535266026102,26.0113474402716,26.211791400823433
27.819513577833,26.824909895569892,27.289280517925356
27.70482848881432,27.10608515100558,27.75620350834768
28.905290433013256,27.893132479472946,28.870075480623576
29.452417145985002,28.546643289872055,29.483070833476432
30.15774478912485,29.16930597626625,30.016004480835033
30.054438622245254,29.77972346182504,30.347362775103345
30.37462918522462,30.566841738257835,30.732768322747482
30.82908288198857,31.415701630721408,31.250411836014656
31.27021896378932,32.21497859312432,31.82859326251605
32.073849742264095,33.12785492368015,32.42756579742287
32.7427846523929,33.6141320171454,32.95608240629582
33.32035819580627,34.09689325548264,33.43898286427933
34.23932394615943,34.903490555802826,34.132874863332646
34.68697332150987,35.50408498230501,35.182939870934305
35.269186121175785,36.02794508491125,35.542950727227286
35.666521596019926,36.383600087309475,35.92881736479975
35.68524813922359,36.37379780726948,35.8364586998355
35.38405531108415,36.12465368478304,35.50692563974295
35.79861655877447,36.585223486660155,35.51960928912907
35.90587926828004,36.1630909023648,35.62595743302837
35.87443195068324,36.287266534119595,35.67019994372044
35.90114773067678,36.36966013327557,35.87298701249174
35.564826326775304,36.086907449916865,35.69272211164787
35.700481602995815,36.06988353271991,35.61275048726757
35.511216470949606,36.45497494080076,35.56967777185423
35.96802611439823,36.94851373744565,35.92139599632664
36.4425881189042,37.62682394297222,36.23532101748803
36.674091108898985,37.41997495388343,36.519465373460875
37.19982260392671,37.65959750890177,37.10925013967987
37.49207347328969,37.98128360064225,37.3257728433227
38.019026069788104,38.41347900210512,37.50375555401952
38.223484731447044,38.54432159718166,37.760200612250756
37.96938679511705,38.50752792073074,37.62662485557838
37.84003209319249,38.32487155569371,37.68809358581151
38.04491068473759,38.405802038629375,37.927254281093745
38.3646428800639,38.682535606002816,38.41880439853928
38.4406058814797,39.00184217416519,38.3499200700199
38.34903270688354,38.5853626734346,38.13992254963667
38.543322824476704,38.45932870933943,38.4470173960173
38.24367688261667,38.31009451591111,38.27799016748669
38.24069872026014,38.228591167581975,38.25954226543939
37.834659241294716,37.96095020531543,38.03023691390156
37.89493605257944,37.70430878468173,37.88684162053221
37.61052145796784,37.36175029642581,37.70311856113178
37.3911888019714,37.371975952400824,37.42795962078397
37.30739076521955,36.94851266357685,37.493960515066945
37.1142799958786,36.783037936489336,37.33467233437794
36.72197941567269,36.525050406988065,36.92281744835443
36.490392137846385,36.15151870200471,36.56267635431341
36.114684870258785,35.820061504241366,36.06292057379399
35.60117304805383,35.38163933906967,35.42915412880444
35.19661276224601,34.931740130034555,35.00730573434075
34.84729560522328,34.21641276120577,34.504309188266255
34.24975335475138,33.6086587753119,33.86458845628971
33.517521699828436,32.905989639504426,33.258169269301206
33.421761255762405,32.67399812916396,32.98073245416767
32.56949091154033,31.966089150554005,32.19532339202794
31.832142523256284,31.340862465522612,31.22439628149316
30.465155030252355,30.462652210391138,29.687409591947084
29.481623921453178,29.685668862485812,28.649644728427283
28.57332990369229,28.904248233804402,28.01068608532565
27.76612474358281,28.02380954728455,27.50034551271953
27.101247612998417,27.2405869176116,26.898197237201344
26.6041312327794,26.528717131887863,26.401117370812862
25.994930414892867,25.790791931423904,25.82834895748774
25.13198979982427,25.028452302167018,25.135136367507876
24.65085545828086,24.323927053564205,24.60539248043035
24.32984487394204,23.81136577006225,24.136573510226118
23.772013549309893,23.32210763270131,23.58985174584491
23.3425976061909,22.933193431099767,23.145330359626733
22.872673108364328,22.518306026331658,22.73144536490028
22.352654628130743,22.235070589294374,22.41291607818902
22.076743916383588,22.026900875726938,22.20020343367067
21.907159680504485,21.80621080032925,22.065755632252504
21.730800572932072,21.703358296992324,22.010084357377963
21.56074824337484,21.53312959270771,21.74102562722217
21.394303750291563,21.276218466428663,21.37555732031106
21.251981615562876,21.16882139160534,21.16619015308785
21.110810603561298,21.033284565356773,20.94035077865817
20.954488248132556,20.86504103926756,20.66401167758147
20.746813352656403,20.73960532040018,20.440792518441953
20.53354363117992,20.64447356644498,20.173537414206322
20.55771152653735,20.620213881752157,20.113106701532466
20.37906062074673,20.48375688792301,19.9286216720844
20.241965722004863,20.385555555930903,19.780822834913977
20.2144698085906,20.29811903752374,19.702425675542816
19.592185897894637,19.911091246161366,19.122907168813462
19.553577130597773,19.820103269734766,19.085485809081714
19.2913345776576,19.61929622400455,18.68609299321578
19.10067597306507,19.440012896465667,18.54123078974714
19.37903371501694,19.59018628627224,19.049931831234655
19.334700149919293,19.612254666731182,19.218449965339083
19.27850929028943,19.562432241112166,19.157647790943333
19.174096848555372,19.480206628457193,19.023956017030958
19.277109255704868,19.36963998949232,19.085391042476452
19.348678401282314,19.337766937000016,19.19784737753872
19.330460628529305,19.289444970268498,19.19277502183828
19.189512712959427,19.120575825925194,18.951450634447955
18.994571909265378,19.05883499185818,18.70513243098562
18.83102837964866,18.968747416439165,18.509666589919533
18.780599934816838,18.875988220967308,18.232800274225177
18.681979998547217,18.786223374041178,18.07571323952658
18.584489304496792,18.632292515505267,18.037899462164145
18.537771078874155,18.547155807941714,18.03937471685861
18.373504772338887,18.367417308201816,17.983591097982433
18.293174262848236,18.264063250828414,17.94498506942589
18.217332221696346,18.228173708702116,17.890610235351012
18.240664242679372,18.201383591433874,17.941970586946354
18.282877439897312,18.16699358047501,17.96842095827863
18.252383184909913,18.126872869678387,17.94913327299276
18.246496638739142,18.10602318653701,17.974392401979213
18.261421973608055,18.07124827479789,17.999696403011193
18.28904366848522,18.073010693213615,18.01150043476543
18.278390285434583,18.00215698811909,18.01581512641672
18.10098743914238,17.83316879020986,17.941421419529394
17.687925556915044,17.594975675987225,17.45767639433286
17.837729451529977,17.52495255142846,17.498526207918125
17.754484136745283,17.477760691842917,17.52736805699091
17.638762310736954,17.43744541312164,17.525213773022905
17.456007314280626,17.41014382586748,17.18856619823388
17.294460384775235,17.366440906294656,17.054409610602512
17.38122746112283,17.384618298970885,17.119657819681358
17.218038524574762,17.243877784277373,17.01360462384991
17.277124955102,17.18315265972136,16.997393117178373
17.36898778882669,17.156528556541815,16.998604424542947
17.324582310448882,17.085991612250854,16.945251498003117
17.366604572101004,17.152949403914548,16.94231437205873
17.644890849905263,17.323437312764273,17.556109695413703
17.84555666608775,17.48410040125601,17.69383124767502
18.03238261268545,17.752253763557253,17.93925054098647
18.3348243449895,18.054782238211533,18.16384793483015
19.00755319238346,18.54220493207217,18.67958944993855
19.59275043588884,18.976119145690628,19.228114158242143
20.152039294356065,19.570686044312197,19.751637447610516
20.656505713988192,20.330506949144183,20.45985418826907
21.108359528315326,20.94739510731088,21.362670880540165
21.846691977709078,21.74173205695198,21.885395685934743
23.16739978048423,22.59761326402726,22.389282583745047
24.208196457639808,23.394857458565046,22.914301949551696
25.375714672249025,24.34119599399861,23.847161935964145
26.43156972578773,25.243833282894354,24.870019610261494
27.11229848661363,26.002331722376823,25.88250272390705
27.397926137531375,26.63524474150048,26.501813875030315
28.246509258326597,27.52911763365021,27.586584970981768
29.02868838314035,28.439053377787246,28.643516763287494
29.60690585646622,29.21991959859766,29.445974256249098
29.972748589921093,30.21089055734347,30.16261123582683
30.480235356575957,30.954863572312853,30.97714415759931
31.32846767936864,31.614094558732518,31.658739604749297
31.386975043248942,31.72683005738108,31.622295359357345
32.38023641213724,32.37952588492515,32.6097715157952
33.432923740937994,33.467715873946574,33.54257932956124
34.09431552329143,34.146350871545145,34.017264367338136
34.36657263155921,34.76937021875809,34.31242609127988
34.50083730363272,34.92652013739224,34.464249879599095
34.1014763172085,34.41735966309535,34.214266599036804
33.57197232793122,34.094046189412744,33.890031321977524
33.409099095752026,34.03587904615556,33.76634581322848
34.345928495536164,35.12990263869018,34.54971412447566
34.27209564462815,35.254748406588305,34.467097200599724
34.776226487680205,36.309208517451694,35.04808262944313
35.47078620672819,36.89405491518564,35.55343287724363
36.082498724954334,37.157508459567126,36.08504083721679
36.34690110228358,37.2176511000217,35.98477534853329
36.22833969838963,37.15891192782446,35.91074033335801
36.299496857847686,37.15836970267439,35.88738704768208
36.20304825012069,36.871810698628494,35.898068463948434
36.03581997431625,36.784410238442504,35.821832957719344
35.972712936294066,36.464750995783035,35.88179849229971
35.467937294901326,36.18912366484382,35.308890370858784
36.1583695169557,36.435446451648275,35.927057085078054
36.03108671582904,36.18509106905795,35.86111409058846
35.266131501309964,35.453781552168905,35.25370308758296
34.792046551748456,35.16924932261479,34.796610913520155
35.320155609987395,35.700273355542116,35.17136588645551
35.626988556616496,36.254843297303296,35.3943729816747
35.039746733437234,36.008828288965546,35.16729348668769
34.844004400247556,35.51081944115442,35.049694236570765
34.93055907420781,35.0993087466198,34.79757562081686
34.243219750255946,34.83234657324251,34.360845567599924
33.793140558715805,34.529130167626946,33.990958877292044
33.08995621569541,34.56943391363734,33.58258518562862
32.91779203849794,35.151868851908084,33.630711260464764
34.14808034021744,36.00204133990913,34.48620565144714
34.80711105294373,36.37806972446158,35.095982967136564
35.227360284998426,36.36550903370182,35.3908910792349
34.85073094619826,35.869535201740135,35.12307699075622
34.34086740172284,34.86801662303914,34.61656997029861
33.70780459017059,33.77121103769698,33.777576722974715
32.24825207782193,32.948789392701464,32.67621344562563
30.20698196000054,31.89664861385217,31.303201144925616
30.721247753938872,31.3096827154941,31.211454304277833
29.9002691984786,30.572155912729023,30.302644997893886
29.772005462174576,29.88353363213377,29.654347689112637
28.91649249813915,29.27487390133233,28.81349245762766
28.046521628026632,29.074334008971825,27.8785299806113
27.351788632067024,28.43826959496291,27.18083933600484
27.059211350242414,27.670497835888842,26.715198606853257
27.13876350074155,27.34330291243463,26.5233282126309
26.920093383325156,26.847538425370765,26.3290849594134
26.665671667715344,26.73486798844445,26.245932255561605
26.628147828026034,26.852054861893908,26.4158369631636
26.518329266651147,26.935361955293956,26.61571785790763
26.05595131820695,26.62873669512076,26.47298681813201
25.405383283989543,26.052354885347235,25.792625681174933
24.984465202158155,25.63703849912769,25.08333046388287
24.518758934490442,24.950956626034355,24.483979813707247
24.148268194154987,24.33305774581682,23.881646652152902
23.75395495111838,23.859663704996592,23.442211708616618
23.356893440169937,23.341113641856357,23.08450182586842
23.105510981613786,22.90492045396936,22.80273501693674
22.871365692896386,22.561352568732815,22.46624109843087
22.63850376964601,22.22090152761491,22.102978658585393
22.58027421410903,22.00445929376018,22.03725257960241
22.70246915845748,21.99893360819426,22.18970784425884
22.726402738465517,22.132616266955395,22.27779322824714
22.064572267085122,21.868982299532668,21.911008282854493
21.541743649075762,21.689962296394164,21.52442132892627
21.03454893535897,20.952801944541683,20.447442122959092
20.634310946976754,20.575116586904638,20.09285010217212
20.474603059461337,20.304117557050017,19.967188523096777
20.4236150462954,20.164029428706616,19.955655038672965
20.261716369806205,19.94193817559383,19.969253009446
20.105844373633044,19.76172433886524,19.96921222067697
20.010771093267255,19.61553277885833,20.01864598098164
19.93597010361194,19.54461241009749,20.05468287553801
19.7418200295106,19.341912028680582,19.819270990105263
19.380319143035962,19.115464910122228,19.46356064925471
18.930874861537355,18.837215688594085,18.96580213570642
18.904474973535635,18.733767964594396,18.73542308222728
18.809189862723365,18.625238772331763,18.702378310441226
18.84050222545843,18.564861824162787,18.692124213117392
18.75804984114915,18.411548538149983,18.667709440544638
18.66239605331834,18.24933653752162,18.666378770278783
18.46256760333187,18.093394773961048,18.508823170268013
